LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
687,4000,1333,1333,444,800,800,800,800,800,800,992,706,793,845,821,1154,23,20,27,32,47,76,0
768,0,667,1333,1111,400,400,400,800,800,800,602,391,339,766,413,815,153,53,449,78,189,160,0
162,4000,1333,2667,1333,800,800,400,400,800,800,675,365,271,401,392,779,9,2,72,13,19,8,0
283,4000,1333,2667,370,400,400,400,400,400,400,587,266,270,334,326,714,2,1,0,5,0,0,1
444,4000,667,2667,1037,1200,0,400,400,400,400,586,265,269,352,335,734,0,1,20,20,53,2,1
1616,4000,667,1333,1037,400,400,0,0,0,400,939,265,268,334,323,776,0,0,0,0,169,0,0
404,4000,1333,1333,296,400,2400,2000,1600,2000,1600,927,622,668,730,700,1048,0,0,31,10,39,27,1
889,4000,1333,1333,1481,800,800,800,800,800,800,1177,913,1019,1044,1015,1319,37,25,29,42,66,54,0
1374,4000,667,1333,1630,400,400,400,800,400,400,609,281,339,568,351,730,20,53,201,699,44,5,0
40,4000,2000,2667,1852,400,400,400,400,400,400,589,268,311,350,349,718,4,32,17,43,45,1,0
283,0,667,2667,296,0,0,0,0,0,0,586,265,268,334,323,715,0,0,0,193,1,5,0
1414,0,667,2667,667,400,400,400,400,400,400,627,266,270,337,326,719,1,1,3,6,13,3,0
162,0,667,2667,667,1200,1600,1600,800,800,800,613,298,310,376,366,754,6,3,4,6,9,8,0
162,4000,1333,2667,1185,800,800,800,800,800,800,825,497,507,455,441,815,14,10,9,10,12,9,0
162,0,667,1333,1037,800,800,800,800,800,800,765,456,464,520,519,886,31,16,36,32,94,15,0
364,0,1333,2667,593,1200,2000,2000,1600,1600,1600,939,649,699,730,727,994,18,0,0,49,0,143,1
1535,4000,2000,2667,667,800,800,800,800,800,800,1783,1237,1236,1093,1020,1307,40,22,29,37,57,38,0
687,0,667,1333,1037,800,800,800,800,800,800,1188,919,874,880,860,1185,33,16,21,33,46,30,0
768,4000,1333,1333,1852,800,800,800,800,800,800,964,657,723,760,700,937,17,16,15,16,27,11,0
40,0,1333,1333,1704,0,0,0,0,0,0,593,276,280,346,359,720,13,9,13,60,17,13,0
808,4000,2000,1333,1778,800,800,800,800,800,800,1025,575,508,490,490,827,23,16,18,32,14,30,0
848,0,1333,1333,1407,400,400,400,400,400,400,594,269,318,354,335,746,5,37,22,20,94,49,0
1091,0,667,2667,296,800,800,800,800,800,800,621,293,302,371,350,744,14,10,13,13,29,709,0
1333,4000,1333,2667,1333,800,800,800,800,800,800,1056,774,827,600,370,717,24,22,13,2,7,334,0
40,4000,667,2667,148,1200,1600,800,800,400,800,608,278,286,348,330,722,0,3,0,12,9,0,1
364,4000,667,1333,1556,1600,1600,800,800,800,800,937,642,548,577,542,877,14,10,15,19,28,23,1
162,4000,1333,2667,889,800,800,800,800,800,800,638,325,342,405,392,775,6,4,3,4,6,4,1
768,4000,3333,2667,593,0,0,0,0,0,0,595,268,271,334,323,715,4,2,0,0,1,4,0
1091,0,2000,4000,1556,1200,0,400,800,800,800,585,264,293,363,363,755,0,20,18,23,23,15,0
0,4000,1333,4000,1852,1200,1600,800,800,800,800,620,300,312,370,358,740,0,3,6,6,9,15,0
162,4000,1333,2667,148,800,800,800,800,800,800,681,340,313,375,361,741,7,5,7,10,11,10,0
566,4000,667,2667,1185,0,0,0,0,0,0,589,265,268,334,323,714,0,0,0,0,0,0,0
485,4000,667,2667,370,400,400,400,400,400,400,590,270,274,342,324,719,6,4,8,2,12,26,0
687,4000,4000,1333,1037,800,800,800,800,800,0,689,381,406,466,323,714,9,5,3,0,0,0,0
485,0,1333,1333,1259,400,400,400,400,400,400,589,265,318,350,330,716,0,38,17,12,4,3,0
404,0,1333,1333,2074,800,800,800,800,800,800,962,673,743,672,424,807,20,12,18,6,19,15,0
848,4000,1333,1333,1481,1200,1600,400,400,400,400,609,266,284,363,339,714,0,12,32,26,0,0,0
485,4000,2000,1333,1556,400,400,400,800,800,0,595,265,530,581,323,714,0,197,5,0,0,0,1
566,4000,1333,1333,444,800,800,800,800,800,800,607,290,301,368,355,741,6,4,6,3,3,4,0
40,4000,1333,1333,1556,1600,800,800,800,800,800,630,315,330,394,381,766,6,4,2,4,7,5,1
162,4000,2000,1333,1111,0,1600,1600,800,800,800,769,630,481,493,400,782,1,17,9,5,49,6,1
808,4000,1333,2667,222,0,0,0,400,400,400,590,281,276,364,329,723,19,9,36,10,24,16,0
283,4000,2000,1333,1926,400,400,1600,400,400,400,587,268,270,336,324,716,4,1,2,3,4,18,1
2141,4000,667,2667,963,400,400,400,400,400,400,592,268,273,338,326,717,4,3,4,6,9,7,0
929,4000,667,1333,1778,400,400,400,400,400,400,617,285,293,348,338,747,24,18,15,24,89,37,0
162,0,667,2667,667,800,800,800,800,1600,1600,692,382,371,441,421,874,9,4,13,0,234,0,0
768,4000,1333,2667,815,400,400,400,400,400,400,594,269,272,339,324,714,5,3,5,2,0,2,0
768,4000,1333,2667,1037,800,800,800,400,400,400,609,281,268,344,328,714,9,0,11,9,0,3,0
162,4000,1333,2667,593,1600,1600,1600,800,800,800,615,299,311,382,372,759,5,3,9,6,9,8,1
808,4000,667,2667,741,1600,1600,1600,1600,800,800,1051,754,832,852,769,1071,45,13,0,26,36,93,1
808,0,1333,2667,593,800,800,800,800,800,800,1007,715,610,483,455,815,23,13,9,13,19,15,0
202,4000,1333,2667,444,2000,1600,1600,1600,2400,2000,787,482,512,600,572,925,10,0,43,0,0,0,1
808,4000,1333,1333,2444,0,0,0,0,0,0,586,265,268,335,326,714,0,0,1,5,0,0,0
121,4000,1333,1333,1185,800,800,800,800,1600,800,605,290,340,375,361,748,6,7,16,0,5,4,0
889,4000,667,2667,1704,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
1253,4000,667,1333,963,0,0,400,800,800,800,604,269,331,403,360,716,4,47,42,0,0,23,0
162,0,2000,2667,519,800,800,800,800,800,800,647,335,352,398,383,761,7,4,2,3,6,38,0
1051,4000,1333,1333,519,800,800,800,800,800,800,1727,1399,1613,1418,696,1031,46,43,54,32,38,38,0
162,4000,1333,2667,222,800,800,1600,800,800,800,650,366,325,391,380,771,68,3,4,6,28,8,0
242,0,667,2667,444,800,800,800,800,800,800,1063,529,783,538,514,882,28,6,8,11,19,14,0
162,0,667,2667,889,1200,1600,1600,800,800,1600,681,372,388,448,440,814,9,0,4,15,0,18,1
202,0,1333,1333,1852,800,800,800,800,800,800,790,490,530,576,401,780,12,10,7,4,9,9,0
485,4000,667,2667,889,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
202,0,1333,1333,1407,800,800,800,800,800,800,653,341,361,427,419,802,7,5,9,13,19,15,1
40,0,667,2667,667,400,400,2000,1600,800,800,587,359,366,424,403,783,122,0,0,6,8,8,1
566,0,2000,1333,2741,0,0,0,0,400,1600,586,265,268,334,351,719,0,0,0,45,0,23,0
40,4000,2000,1333,2593,800,800,800,800,800,800,656,322,330,398,390,786,9,7,9,13,47,0,0
848,0,667,2667,519,800,800,800,800,800,800,1036,768,716,783,787,1128,131,16,43,64,56,106,0
162,4000,667,2667,296,1200,1600,1600,1600,1600,1600,753,447,482,539,524,883,9,7,9,12,18,12,1
323,4000,1333,1333,1259,800,800,800,800,800,800,900,605,661,540,506,869,18,11,7,26,28,6,0
1414,0,667,2667,1333,800,800,800,800,800,800,1164,837,1025,979,580,838,230,165,92,195,282,228,0
404,0,667,2667,593,800,800,800,800,800,800,978,687,727,764,517,868,18,19,14,13,19,15,1
40,4000,1333,1333,296,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
1374,0,667,1333,3630,800,800,800,800,800,800,964,648,575,601,551,870,18,11,9,19,12,11,0
162,0,2000,1333,1556,1600,800,800,1600,800,800,623,311,334,394,386,776,9,10,0,13,19,0,1
202,0,1333,2667,444,800,800,800,800,1600,800,680,370,393,462,441,811,8,5,13,0,9,7,0
687,4000,1333,1333,519,800,800,800,800,800,800,781,426,452,497,478,853,9,7,9,13,19,15,0
162,4000,2000,2667,74,1600,400,400,1600,800,800,591,270,278,341,327,717,6,7,0,0,0,0,1
1778,0,1333,1333,1630,800,800,800,800,800,800,956,618,620,613,554,1578,27,13,18,45,2016,23,0
646,4000,667,1333,667,0,0,0,400,400,400,605,284,273,480,346,733,23,3,158,39,50,95,0
525,0,1333,2667,1037,800,800,800,800,800,800,944,518,548,600,582,941,19,11,9,12,18,14,0
1333,0,667,2667,815,400,400,400,400,400,400,597,286,370,352,641,802,26,77,19,519,243,15,0
364,0,667,2667,444,800,800,800,800,400,400,606,283,289,346,324,716,5,3,0,2,4,3,1
1818,4000,1333,2667,1852,800,800,800,800,800,800,1669,1462,1701,1650,1618,1868,69,66,54,78,159,94,0
768,4000,667,1333,1407,400,400,400,400,0,0,598,266,318,334,321,711,2,37,0,0,0,15,0
162,0,667,2667,593,400,1600,1600,1600,1600,800,776,461,490,544,506,861,0,17,8,0,14,38,1
162,4000,1333,1333,1556,800,800,800,800,800,800,762,452,484,537,516,877,10,7,10,13,19,23,0
929,4000,1333,2667,1556,400,400,400,400,400,400,598,889,315,354,328,722,755,39,35,8,20,16,0
1414,0,667,2667,667,400,400,400,800,800,800,624,286,283,391,374,786,26,11,59,65,151,109,0
808,0,1333,1333,4000,800,800,800,800,800,800,1314,1039,1141,1172,1139,1432,44,29,40,47,70,58,0
1293,4000,667,2667,963,400,800,400,800,800,800,587,271,443,554,500,852,7,132,67,0,0,190,0
40,4000,1333,2667,444,800,800,800,800,1600,800,618,304,316,387,372,759,7,4,9,0,9,26,0
1010,4000,667,1333,1111,800,800,800,800,400,800,899,614,665,0,888,1226,27,17,364,2137,94,38,0
1414,0,667,1333,963,400,400,400,400,400,400,590,270,286,344,334,715,6,13,11,18,2,0,0
889,4000,2000,1333,667,800,400,800,800,800,800,1061,1171,858,883,533,884,490,13,22,32,19,23,0
929,0,1333,1333,1407,800,800,800,800,800,800,627,303,304,369,341,726,8,4,9,6,1,1,0
404,4000,1333,1333,519,800,800,1600,800,800,800,926,671,720,646,628,985,64,0,18,19,28,76,0
1091,4000,1333,1333,444,800,800,800,800,800,800,1580,1340,1460,1394,1089,1367,51,31,67,35,51,46,0
323,0,2000,2667,2148,800,800,800,800,800,800,857,537,531,558,504,857,15,8,8,11,18,11,0
202,4000,667,2667,519,1200,0,0,400,400,800,586,265,268,337,478,833,0,0,3,253,14,11,0
566,4000,3333,1333,296,0,400,400,400,800,800,590,269,283,403,355,737,6,11,75,0,36,91,0
808,4000,1333,1333,296,800,800,800,800,800,800,614,298,311,379,373,759,5,4,5,13,9,8,0
768,0,667,2667,519,800,800,800,800,800,800,1366,1079,1150,997,967,1252,32,26,22,77,56,53,0
768,4000,1333,1333,667,1200,1600,800,800,800,800,712,394,402,442,434,816,7,8,11,16,33,15,0
283,0,667,2667,370,800,800,800,800,800,800,857,551,523,578,560,909,27,8,13,16,28,11,0
1091,4000,1333,1333,2667,400,400,400,400,800,400,613,300,322,386,335,746,43,40,56,0,88,16,0
444,4000,1333,2667,222,800,800,800,800,800,800,902,599,630,636,612,949,37,12,16,19,28,23,0
162,0,667,1333,1926,800,800,800,800,800,800,761,461,502,553,533,895,13,9,8,11,18,13,0
1939,4000,1333,2667,519,800,800,800,800,800,800,1042,620,496,822,693,1010,14,9,395,21,29,24,0
687,4000,1333,2667,519,0,0,0,0,0,0,594,269,268,345,323,714,5,0,11,0,0,0,0
1374,4000,667,2667,815,0,400,400,400,800,800,673,337,293,380,360,760,87,18,49,60,125,30,0
1657,0,667,1333,1111,400,1600,400,400,400,400,589,267,277,359,323,716,0,7,27,1,9,3,0
162,4000,1333,1333,1556,800,800,800,800,800,800,758,454,490,544,370,747,8,6,10,2,3,3,0
404,4000,1333,2667,370,800,800,800,800,800,800,819,520,574,630,632,987,11,13,13,45,29,10,0
283,0,1333,1333,1778,1600,1600,1600,1600,1600,800,711,413,435,501,480,855,21,0,15,0,19,23,1
40,0,1333,1333,1778,400,400,400,400,0,0,589,268,277,323,294,675,4,7,6,0,0,0,0
808,4000,667,1333,741,800,800,800,800,800,800,1144,874,832,826,800,1080,34,23,18,52,94,91,0
40,0,667,2667,296,1200,1600,1600,800,800,800,647,339,351,413,393,784,14,0,3,6,28,0,1
1172,0,667,2667,1778,800,800,800,800,800,800,807,510,515,555,545,913,14,10,13,19,28,23,0
40,0,1333,1333,2963,2000,2400,2000,1600,1600,2400,652,333,345,404,407,784,0,0,0,30,0,0,1
1374,0,667,1333,2593,800,800,800,800,800,800,1497,1239,1394,947,896,1191,46,25,23,32,47,38,0
808,0,2000,2667,444,400,400,400,400,800,800,665,272,467,450,348,724,9,149,126,19,0,170,0
929,4000,1333,1333,444,800,800,800,800,800,800,1437,1160,833,851,833,1161,33,15,16,27,34,3,0
485,4000,1333,1333,2000,0,0,0,0,0,0,586,270,275,340,326,716,6,5,6,5,4,6,0
121,4000,1333,1333,2000,400,800,800,800,800,800,683,368,391,397,391,781,9,10,13,19,28,38,0
404,4000,1333,1333,593,800,800,800,800,800,800,955,615,643,639,599,940,16,12,13,15,22,19,0
323,4000,667,2667,519,400,400,0,0,0,0,587,265,268,334,323,714,0,0,0,0,0,0,1
1293,0,667,1333,2963,0,0,0,0,0,0,639,338,272,344,329,717,89,3,10,11,8,15,0
162,4000,1333,2667,444,1200,1600,1600,1600,1600,1600,628,314,329,390,380,762,7,5,0,8,0,11,0
40,4000,1333,2667,74,400,1600,1600,400,400,400,588,267,268,336,334,773,0,0,2,18,163,3,0
1576,0,1333,2667,889,800,800,800,800,800,800,804,485,497,532,465,819,14,10,13,26,28,30,0
283,4000,1333,1333,1333,1200,400,400,1600,1600,1600,586,266,277,343,326,718,1,7,1,0,9,0,1
242,4000,667,2667,444,800,800,1600,800,800,800,842,523,555,606,585,948,27,0,13,16,38,31,0
40,0,1333,2667,296,1200,1600,800,800,800,800,658,334,351,414,398,775,6,4,3,5,9,8,0
646,0,667,1333,1037,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
1091,0,2000,1333,815,800,800,800,800,800,800,1148,884,1004,1042,1012,1321,27,23,30,31,47,39,1
162,4000,1333,2667,148,800,800,800,800,400,800,930,455,480,528,400,779,17,7,11,127,6,5,1
40,4000,667,2667,74,800,800,800,800,800,800,630,317,333,398,387,771,7,4,4,6,7,8,0
283,0,2000,1333,1259,400,400,1600,1600,0,400,587,274,274,334,323,771,21,1,0,0,156,0,0
283,4000,1333,2667,370,800,800,400,400,0,0,675,352,273,334,323,714,9,3,0,0,0,0,0
162,4000,2000,1333,2667,800,800,800,800,800,800,767,451,490,543,444,818,10,8,17,11,14,13,1
1980,4000,667,1333,1704,800,400,400,800,800,800,1753,538,1874,1547,1075,1153,330,1212,29,2,1,1268,0
404,0,1333,2667,370,1600,800,800,800,800,1600,686,381,441,514,515,773,14,33,22,39,0,15,0
768,4000,1333,1333,2222,800,800,800,800,800,1600,1040,763,853,896,898,1202,23,16,22,69,0,77,1
81,4000,1333,2667,296,800,800,800,1600,1600,1600,677,366,393,456,444,821,7,7,9,10,10,0,0
283,4000,3333,1333,2148,1600,800,800,800,800,800,993,714,782,820,564,901,27,18,19,19,20,38,0
364,4000,2000,2667,444,800,800,800,800,800,800,882,589,648,670,645,987,14,10,13,19,28,23,0
525,4000,667,2667,370,800,800,800,800,800,800,1053,782,876,900,705,1036,30,22,23,21,32,57,0
768,0,2000,2667,889,0,0,0,0,0,0,588,266,272,334,323,714,1,3,0,0,0,0,0
1818,0,667,2667,1111,400,400,400,800,800,800,627,317,412,471,335,735,63,108,94,1,33,220,0
1737,4000,3333,2667,593,800,800,800,800,800,800,1356,1099,1425,919,689,714,37,165,31,58,0,8,0
1414,0,667,2667,1111,400,400,400,400,400,400,588,264,270,338,421,716,0,3,3,160,4,233,0
2505,4000,667,1333,741,800,800,800,800,800,800,2169,2006,2321,2310,1852,1992,92,66,89,97,141,114,0
162,4000,1333,1333,593,800,800,800,800,800,800,657,346,369,436,427,803,9,7,9,13,19,15,0
1778,4000,1333,2667,1111,400,400,400,400,400,400,634,289,319,341,327,715,29,39,7,8,2,0,0
0,0,667,2667,444,800,800,800,800,800,400,609,294,305,368,342,720,6,3,5,6,15,0,0
1576,4000,1333,1333,1556,0,0,400,800,800,800,586,267,274,340,325,717,3,4,0,0,0,5,0
404,4000,1333,1333,741,800,800,800,800,800,800,866,555,608,661,642,983,13,9,12,19,28,19,0
768,4000,1333,1333,667,400,1600,400,400,400,400,592,268,282,337,332,722,1,10,3,16,21,9,0
202,4000,2000,1333,519,1200,1600,1600,800,800,800,701,397,416,483,474,852,14,0,13,19,28,38,0
40,0,1333,2667,1704,800,800,800,400,400,400,654,341,350,340,324,716,7,6,6,3,4,3,0
1131,4000,1333,1333,370,800,800,800,800,800,800,1515,950,872,864,702,1022,30,17,18,32,28,23,1
444,4000,667,2667,444,800,800,800,800,800,800,837,493,534,593,552,895,14,8,13,13,19,19,0
687,0,667,1333,1556,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
404,0,1333,1333,2148,800,800,800,800,800,800,977,681,748,611,517,884,21,11,11,25,17,13,0
162,4000,2000,1333,2296,800,800,800,800,800,800,643,331,347,410,397,780,7,4,3,4,7,4,0
162,0,2000,2667,1111,800,800,1600,1600,1600,1600,665,361,382,439,430,808,16,5,0,14,9,0,0
202,4000,2000,1333,2889,800,800,800,800,800,800,791,484,515,569,548,914,13,9,9,13,23,15,0
566,4000,667,1333,1556,800,800,800,1600,1600,1600,968,680,432,484,478,845,23,20,0,33,0,21,0
848,4000,2000,2667,815,800,800,800,800,800,800,1327,995,1072,1039,1032,1277,32,49,27,64,94,53,0
283,0,667,2667,1185,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
202,0,1333,1333,1333,0,1600,400,400,400,400,764,276,351,409,406,790,275,63,90,148,208,127,0
929,4000,1333,1333,519,1200,1600,1600,1600,800,800,1331,1048,1207,1135,1064,1290,0,40,0,34,47,34,1
162,4000,2000,1333,222,1200,0,400,800,800,800,582,261,482,539,442,818,0,174,8,8,10,9,0
242,4000,1333,1333,444,1600,1600,1600,800,800,1600,677,375,391,451,443,820,16,0,5,15,11,0,1
202,0,1333,2667,1111,400,400,800,800,1600,400,725,439,455,438,353,756,211,66,89,0,116,4,0
1535,4000,1333,1333,889,400,400,400,400,400,400,615,282,302,347,667,727,21,25,13,563,34,59,0
40,4000,1333,2667,667,2000,1600,800,800,800,800,658,336,348,413,383,761,0,8,6,2,3,0,1
404,0,1333,2667,444,800,800,800,800,800,800,953,664,736,770,753,1068,27,20,18,32,38,30,0
566,4000,1333,1333,963,1600,1600,1600,1600,800,800,1084,826,915,919,858,1177,57,20,0,30,47,38,0
768,0,667,1333,1259,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
768,4000,1333,1333,1037,800,800,800,800,800,800,839,546,595,646,631,986,18,10,12,19,28,23,0
1980,0,667,1333,1481,800,800,1600,1600,400,1600,807,506,277,334,325,716,12,0,0,5,0,11,0
364,4000,667,2667,444,800,800,800,800,800,800,853,556,610,660,640,992,14,11,13,19,28,23,0
1333,4000,1333,1333,1556,800,800,800,800,800,800,1388,1119,1227,881,815,1123,37,30,22,29,42,29,0
283,0,1333,2667,296,800,800,800,800,800,800,859,437,471,511,499,864,9,7,9,13,19,15,0
929,4000,667,2667,889,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
566,0,1333,1333,2296,1600,1600,1600,1600,1600,800,1053,783,883,935,887,1212,37,27,40,0,52,40,1
848,0,1333,1333,1333,1200,1600,800,800,800,800,604,283,297,365,354,743,0,7,5,4,6,5,0
1414,4000,667,2667,815,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
606,4000,1333,2667,1333,800,800,800,800,800,800,1163,878,971,978,808,1126,27,21,28,30,45,33,0
162,4000,1333,2667,1407,800,800,1600,800,800,800,750,453,479,540,399,779,18,3,17,5,8,5,0
444,4000,1333,1333,963,800,800,800,800,800,800,1008,709,766,812,784,1120,20,14,20,28,42,35,0
162,4000,1333,2667,148,800,800,400,400,400,400,710,290,272,338,326,726,26,3,4,5,31,11,0
1051,4000,1333,1333,963,800,800,800,800,800,800,963,680,764,805,767,1107,21,19,19,32,42,34,0
162,4000,667,2667,222,800,800,800,800,800,800,765,435,436,473,458,834,12,6,6,8,12,11,0
40,0,1333,2667,370,1200,1600,1600,1600,800,800,643,324,347,406,391,714,0,10,0,0,0,0,0
525,4000,1333,2667,741,1200,0,0,400,400,400,586,265,268,335,323,715,0,0,0,0,0,0,1
1010,4000,667,1333,667,800,800,800,800,800,800,677,380,571,1024,995,1305,23,132,446,37,56,45,0
1818,4000,667,2667,519,800,800,800,800,400,800,662,328,323,414,363,744,21,8,42,65,0,0,0
848,4000,667,2667,1259,400,1600,1600,1600,1600,1600,595,275,269,335,323,715,0,0,0,0,0,0,0
81,0,1333,2667,593,3600,3200,2800,2400,2000,1600,705,390,409,462,442,812,0,0,0,0,0,12,1
1980,4000,667,2667,1037,400,400,400,400,800,400,665,318,376,423,378,753,65,82,96,74,106,506,0
485,4000,667,2667,296,800,800,800,800,800,800,782,485,475,518,515,890,23,16,22,32,47,38,0
40,0,2000,1333,1407,800,800,800,800,800,800,657,406,346,402,381,778,6,8,2,4,40,7,0
40,4000,667,2667,296,1200,400,400,400,400,400,586,268,272,334,325,715,4,3,0,5,2,0,0
81,4000,1333,2667,296,400,1600,1600,800,800,800,602,287,292,360,353,743,7,0,4,10,9,6,0
242,0,667,2667,2074,1200,1600,800,800,1600,1600,721,407,435,509,495,865,0,5,23,12,15,14,1
768,4000,2000,2667,963,800,800,1600,800,800,400,625,302,293,345,330,727,11,0,0,2,35,1,0
162,4000,2000,2667,296,800,800,800,800,800,800,682,367,387,444,426,803,7,5,6,6,9,7,0
283,4000,2000,1333,296,800,800,800,800,800,800,810,500,537,569,523,880,11,7,8,12,18,17,0
646,4000,1333,1333,1259,800,800,800,800,800,800,1105,808,855,682,666,1016,32,20,14,23,30,30,0
808,4000,1333,1333,2000,400,400,400,400,400,800,628,310,320,383,398,755,54,39,53,122,47,90,0
566,4000,1333,1333,1037,800,800,800,800,1600,800,727,421,450,502,423,746,8,5,9,0,19,0,0
40,0,1333,1333,1630,400,400,400,400,400,800,603,272,270,336,326,717,8,1,2,5,0,0,0
81,4000,2000,1333,148,1200,1600,800,800,800,1600,694,363,382,446,438,816,0,5,7,16,13,11,1
444,4000,1333,2667,2444,800,800,800,800,800,800,657,338,327,376,369,758,9,5,7,13,17,15,0
162,0,667,1333,2444,800,800,800,800,800,800,759,452,344,407,394,777,10,4,3,4,6,6,0
202,0,2000,2667,667,800,800,800,800,800,800,781,478,505,576,558,918,12,15,26,13,9,11,1
525,4000,1333,1333,963,800,800,800,800,800,800,641,332,348,416,405,788,11,5,9,8,9,11,0
970,4000,667,2667,370,800,800,800,800,800,800,763,435,457,505,454,827,9,7,7,6,9,53,0
444,4000,1333,2667,667,400,400,400,400,400,400,587,277,282,342,330,720,15,10,9,12,14,15,0
81,0,2000,2667,1037,800,800,800,800,800,800,682,373,388,444,436,812,9,17,9,20,29,17,0
727,0,1333,2667,1259,800,800,800,800,400,400,600,282,290,361,325,755,5,4,9,4,108,0,0
162,0,2000,2667,148,1600,1600,1600,800,800,800,743,459,480,411,399,780,36,1,4,6,9,8,0
444,4000,1333,1333,1407,800,800,800,800,800,800,1022,731,807,841,804,1129,27,21,29,32,47,38,0
162,0,1333,1333,2815,800,800,800,800,800,800,753,449,485,412,400,782,10,7,3,6,7,5,0
323,4000,667,1333,593,800,800,800,800,800,800,600,308,288,481,489,837,48,11,161,4,30,64,0
81,4000,2000,1333,593,1600,1600,1600,1600,1600,800,681,375,402,462,443,817,11,9,9,0,9,8,1
1253,0,667,1333,1704,400,400,400,400,400,400,613,297,301,365,352,740,39,25,33,48,70,57,0
162,4000,2000,1333,1407,1600,1600,800,800,800,800,760,447,436,367,354,742,0,7,2,3,4,3,1
1333,4000,667,1333,1481,800,800,800,800,800,800,1738,1506,1676,1469,1372,1621,115,36,45,64,94,76,0
81,4000,1333,1333,667,800,800,800,0,0,0,637,324,268,334,323,714,7,0,0,0,0,0,0
606,4000,667,1333,667,1600,800,800,800,800,1600,849,550,606,659,653,994,12,11,15,41,0,24,1
162,4000,2000,2667,74,800,800,800,800,800,800,751,446,481,528,479,851,9,6,9,8,14,9,1
1051,4000,667,1333,1185,400,400,800,800,800,800,591,537,571,613,593,963,337,10,13,26,75,23,0
768,0,667,2667,593,0,0,0,0,0,0,704,304,511,489,511,846,55,243,169,307,364,375,0
929,0,1333,1333,3037,400,400,800,800,400,1600,593,280,285,342,331,721,18,6,0,14,0,1,0
1414,0,667,1333,815,800,800,800,800,800,800,1013,738,829,887,861,1175,27,20,36,32,47,25,0
727,0,2000,1333,963,800,800,800,800,800,800,1251,986,1107,1101,1077,1375,31,23,30,44,68,54,0
162,4000,1333,1333,74,800,800,800,800,800,800,707,397,424,485,390,770,7,6,10,4,7,8,1
687,4000,1333,1333,815,1200,1600,1600,1600,800,800,641,322,346,405,397,794,0,10,0,13,47,15,1
768,4000,1333,2667,519,400,400,0,0,0,0,590,265,268,334,323,714,0,0,0,0,0,11,0
162,0,1333,1333,519,800,800,400,400,400,400,660,376,279,367,380,721,46,8,35,93,20,23,0
929,0,2000,1333,889,800,800,800,1600,800,800,816,523,1128,1033,977,1263,37,518,0,37,54,49,0
364,0,1333,2667,963,1200,0,0,0,400,400,585,264,267,333,327,723,0,0,0,10,14,0,0
646,4000,2000,1333,1556,400,400,400,400,400,400,588,267,271,337,325,714,3,2,2,4,0,253,0
525,0,667,2667,889,800,800,800,800,800,800,1042,658,646,618,510,722,21,7,7,7,11,510,0
323,0,2000,2667,519,800,800,1600,800,800,800,642,340,352,417,405,787,20,0,6,6,9,8,1
1616,4000,667,2667,519,0,0,0,0,0,0,604,278,278,334,323,715,16,8,0,1,1,8,0
162,4000,667,1333,1259,1600,2000,1600,800,800,800,815,495,508,558,396,779,9,0,5,97,19,8,0
485,4000,1333,1333,889,400,400,400,400,400,400,595,270,270,339,334,714,7,1,9,19,0,15,0
1010,4000,2000,1333,1481,800,400,400,800,800,800,595,296,288,357,336,733,37,15,5,1,19,3,1
364,4000,1333,2667,815,800,800,800,1600,800,800,855,559,689,716,690,1041,21,84,0,23,64,0,0
848,0,667,2667,815,800,800,800,800,800,800,1307,1043,1023,765,1038,1338,46,26,27,689,122,61,1
