f1,f2,f3,f4,label
53,5,99,95,1
80,96,49,19,0
45,87,91,78,0
6,92,64,33,1
82,36,81,59,0
42,46,1,80,1
26,56,43,28,0
21,90,15,2,0
21,71,67,86,0
56,66,95,0,1
99,59,76,97,1
29,59,14,53,1
3,70,88,65,1
78,60,19,16,0
86,76,97,75,1
49,32,61,62,0
68,25,62,43,0
5,57,53,71,0
0,23,36,70,1
92,91,70,46,1
59,64,4,1,0
32,85,37,24,0
17,27,50,23,0
15,50,74,4,0
49,77,85,97,1
45,58,33,50,0
2,49,56,87,0
8,55,79,88,1
73,46,89,95,0
18,11,41,7,0
52,38,18,49,1
61,1,27,25,0
83,66,98,33,0
20,36,27,89,0
14,79,68,28,0
36,69,37,64,1
3,1,38,13,0
76,9,1,40,0
5,18,12,47,0
48,60,92,46,0
91,70,49,89,1
91,31,29,85,0
78,42,29,39,0
11,0,41,2,0
97,35,63,53,1
19,62,64,74,0
15,40,60,31,0
41,95,97,14,1
98,9,57,63,1
12,17,29,75,0
72,63,64,12,1
33,19,48,81,1
85,76,59,20,1
49,2,19,37,0
55,97,94,47,1
54,98,59,59,1
45,8,56,13,1
26,7,64,59,1
49,33,96,83,1
82,96,29,61,1
7,27,12,62,0
29,67,2,99,1
56,37,9,38,0
41,90,58,85,1
6,20,72,22,0
98,96,50,87,1
18,57,23,71,0
38,5,57,53,0
17,1,57,83,0
87,26,18,61,0
90,26,43,26,0
51,60,53,88,1
77,16,27,67,0
64,60,77,6,1
85,88,3,33,1
66,50,75,86,1
7,88,42,99,1
30,33,0,44,0
87,67,77,98,1
25,73,53,95,1
41,76,57,54,0
99,1,40,24,0
94,41,52,57,1
60,64,76,59,1
43,44,32,20,0
9,75,90,3,1
100,67,33,18,0
61,26,51,95,0
58,93,26,23,1
22,22,82,18,0
13,97,9,59,0
83,62,54,77,1
62,13,54,21,1
37,20,78,69,1
36,34,70,51,0
29,4,47,22,0
54,74,1,26,0
22,23,3,23,0
72,70,1,12,0
34,23,86,50,1
9,7,54,69,1
9,57,59,97,1
27,10,51,24,0
99,5,43,87,1
4,37,74,25,0
52,58,23,32,0
48,73,28,14,0
56,20,72,35,0
55,30,71,0,0
72,4,94,50,0
41,33,7,20,0
78,93,78,70,1
89,77,28,94,1
16,59,89,20,0
63,23,69,11,1
73,15,49,28,0
6,38,98,72,0
7,16,55,91,0
50,82,42,21,1
21,70,82,38,1
26,75,62,33,0
80,75,47,2,1
0,64,69,55,1
0,53,95,63,0
96,52,2,21,1
1,85,91,13,0
21,76,5,21,0
9,47,99,38,0
30,79,4,35,0
73,4,74,28,1
20,44,24,31,0
0,21,31,45,1
19,47,83,42,1
7,14,79,93,1
43,36,42,91,0
4,28,51,74,0
70,71,36,88,1
79,24,96,99,1
20,37,31,50,0
75,54,16,0,0
3,44,72,95,0
82,29,15,16,0
100,34,96,34,1
74,7,56,99,1
76,50,40,78,1
17,7,15,18,0
63,51,25,9,0
39,75,47,35,1
1,49,23,76,0
34,82,11,72,1
57,43,79,12,0
23,50,57,9,0
12,61,47,29,0
16,54,35,60,0
85,65,80,51,1
13,18,89,3,0
54,15,57,98,1
0,73,75,20,0
68,34,40,17,0
24,21,90,13,1
88,29,42,45,1
12,34,26,92,0
12,74,81,13,1
85,6,66,56,1
75,59,81,17,1
77,16,47,88,0
16,19,11,64,0
90,32,80,86,1
69,14,75,23,0
0,38,98,69,1
5,55,63,81,1
73,25,26,30,0
75,75,71,55,1
45,79,7,21,0
91,69,85,37,0
35,7,66,42,0
100,100,45,94,1
24,94,69,21,0
41,89,55,90,1
17,51,100,22,1
65,34,50,61,1
74,99,21,46,1
27,99,81,40,1
10,100,74,50,1
20,22,23,44,1
13,68,23,45,0
84,81,51,21,0
38,57,22,70,1
75,97,32,23,1
11,21,20,31,0
11,36,72,73,1
1,100,1,77,0
53,50,21,88,1
17,52,51,0,0
43,6,74,46,0
23,8,61,36,0
2,91,29,78,1
94,97,10,73,1
47,97,25,68,1
17,20,38,59,1
75,28,48,0,0
53,2,67,18,0
84,4,41,51,1
14,87,95,53,0
7,60,55,16,0
27,90,67,91,0
1,1,73,41,0
22,25,34,54,1
54,84,18,28,0
26,25,100,52,1
82,79,33,36,0
55,38,17,25,0
49,44,35,36,1
95,25,58,22,1
84,49,66,46,1
53,96,4,54,0
26,32,77,37,1
5,35,54,8,0
43,12,65,70,0
11,63,79,78,1
22,38,89,23,1
21,36,71,28,0
34,98,34,9,0
21,28,34,44,0
42,25,64,49,0
57,72,97,1,1
37,98,68,47,1
48,97,17,53,1
5,35,88,59,1
66,55,93,90,1
83,1,0,76,0
64,43,80,40,1
34,22,11,50,0
30,41,99,75,1
4,74,99,28,1
9,33,86,54,1
62,82,81,52,1
37,28,58,64,0
66,33,35,27,0
50,93,48,10,0
57,83,44,53,1
53,59,16,86,0
96,29,51,70,0
100,8,47,84,1
88,11,66,47,0
95,77,73,4,0
19,57,60,89,1
14,1,99,66,1
5,89,58,83,0
71,49,2,37,0
46,52,96,54,1
4,29,90,31,0
54,75,65,31,1
50,61,82,56,1
2,51,60,89,0
15,70,17,23,0
53,52,60,73,1
99,10,78,2,0
57,65,82,64,1
27,64,97,42,1
5,49,60,96,1
53,26,38,87,0
89,65,88,79,1
64,96,61,51,1
40,81,41,2,0
81,38,73,17,1
15,88,58,7,1
71,54,97,89,1
69,51,87,92,1
52,50,26,23,0
97,8,51,97,1
86,1,60,24,0
74,74,22,98,1
78,10,86,72,0
20,62,15,71,1
89,41,98,26,1
29,59,11,58,0
0,68,54,39,0
21,51,75,37,1
26,91,89,75,1
85,30,11,86,0
41,38,87,81,1
2,14,36,45,0
78,53,57,3,0
76,22,8,78,1
68,56,24,0,0
77,67,20,34,1
65,95,99,35,1
31,6,89,18,0
88,86,94,9,1
68,14,53,60,0
0,49,81,48,0
34,84,28,86,1
82,67,74,96,1
6,13,48,83,0
98,74,92,84,1
83,65,11,42,1
57,99,5,14,0
76,19,52,80,1
57,6,26,3,0
69,4,66,81,0
8,58,20,51,1
21,76,53,70,1
98,37,38,67,1
3,84,2,58,1
64,84,74,43,0
23,82,82,59,1
11,9,53,69,1
75,87,14,92,1
49,14,21,60,0
16,1,71,4,0
2,30,79,15,0
81,96,22,53,1
33,35,34,27,0
76,48,80,83,1
32,42,66,87,0
62,0,10,22,1
95,37,84,84,1
20,84,47,27,0
2,74,11,19,0
58,46,31,1,0
34,72,57,51,0
90,7,31,78,1
97,57,0,16,0
37,31,48,40,1
97,88,39,5,1
28,89,97,54,1
96,10,89,68,1
47,99,35,86,1
31,51,89,34,0
65,69,18,15,0
91,72,57,63,1
47,35,91,51,1
25,16,29,54,1
51,59,77,99,1
67,52,36,74,1
47,74,39,72,0
85,22,17,95,1
32,23,77,67,1
21,52,72,79,1
49,53,50,9,0
72,74,52,22,1
44,48,78,75,0
76,84,19,75,0
77,93,70,31,1
96,70,94,61,1
51,71,65,59,1
57,78,23,47,0
55,1,38,15,0
67,22,6,66,0
32,77,31,12,0
77,67,95,24,0
76,10,19,16,0
3,0,8,37,0
83,84,89,59,1
18,78,92,95,0
39,94,83,84,1
4,36,93,72,1
38,15,2,26,0
73,63,41,19,0
69,60,16,4,0
69,55,82,41,0
49,38,20,95,0
89,17,37,1,0
90,83,19,7,0
29,43,29,3,0
62,54,54,77,0
13,79,33,71,0
51,16,72,99,1
4,83,47,51,0
0,10,60,84,0
80,0,57,78,1
12,67,55,73,1
61,19,96,97,1
93,82,98,37,1
0,39,31,39,0
15,90,20,40,1
9,84,24,61,0
40,51,12,1,1
62,63,25,82,1
63,44,7,28,0
96,73,97,84,1
5,18,88,42,0
95,74,76,92,1
25,66,61,24,1
5,24,38,93,1
37,39,35,57,1
77,0,99,34,1
3,56,95,68,1
16,99,28,40,0
0,88,60,52,1
99,96,77,9,1
80,4,88,71,0
45,11,61,88,1
84,21,68,75,1
34,45,49,24,0
4,77,9,71,0
65,0,44,44,0
10,93,94,12,1
57,33,34,91,0
50,85,46,31,0
14,50,6,82,0
60,0,6,36,1
31,1,91,39,0
39,15,69,35,0
97,31,77,100,1
19,22,10,69,1
26,75,48,50,0
98,94,93,5,1
47,69,70,51,1
35,80,88,95,1
56,68,69,1,1
41,20,77,89,1
48,36,88,55,0
26,26,92,30,1
53,16,25,7,0
77,59,38,33,0
64,64,6,97,0
55,62,5,64,0
77,71,61,5,0
5,86,91,15,0
78,11,69,92,0
80,36,28,10,1
87,18,49,48,1
42,68,35,70,1
6,43,20,51,0
84,15,14,76,0
4,37,58,87,0
20,18,2,40,0
60,86,0,60,1
34,46,91,35,1
92,89,7,68,1
86,98,17,81,0
10,56,96,8,1
95,9,79,73,1
31,73,34,53,0
62,49,52,16,0
23,31,41,89,0
48,0,46,29,0
17,95,49,9,0
38,2,16,47,0
71,57,0,27,0
66,51,6,42,0
6,50,30,5,0
30,55,1,47,1
93,67,82,11,1
54,34,1,79,0
15,1,27,75,1
15,21,7,94,0
3,18,46,17,1
33,43,20,88,1
58,96,47,72,1
76,46,29,14,0
23,50,5,6,0
68,55,5,17,0
59,44,63,37,0
32,34,80,75,0
5,40,36,95,0
77,36,88,36,0
28,65,11,15,0
80,71,15,91,1
49,44,80,44,1
36,36,97,42,1
51,20,21,76,0
47,19,15,63,0
6,40,89,52,1
30,52,13,53,0
39,69,54,3,0
37,57,81,19,0
51,2,16,25,0
8,46,64,46,1
47,25,87,0,1
29,86,92,81,0
54,63,12,40,0
44,67,56,73,1
16,22,32,38,1
31,75,41,39,0
33,7,90,48,0
93,95,46,27,1
40,88,59,74,1
92,58,15,73,0
10,97,82,67,1
68,50,55,95,0
91,51,74,27,1
49,15,70,30,1
41,91,77,63,1
85,71,58,50,1
0,47,87,59,1
23,31,95,88,1
60,93,11,69,1
0,82,12,72,1
3,77,46,55,0
27,24,18,88,0
89,61,27,100,1
26,72,51,37,1
23,71,17,41,0
20,50,58,48,0
75,83,23,33,1
60,30,79,90,1
92,68,43,83,1
17,30,87,23,1
12,32,88,0,1
78,24,29,97,0
66,35,37,17,1
38,63,84,9,0
67,19,77,1,0
61,42,41,10,0
34,88,43,16,0
7,56,41,55,0
77,79,8,25,0
28,15,3,0,0
50,100,36,31,1
19,23,99,97,1
80,92,99,19,0
63,57,59,59,1
9,53,92,64,0
4,50,51,38,0
3,56,0,26,0
6,30,48,4,0
40,21,79,64,0
17,80,36,10,0
4,81,60,90,1
6,16,63,34,1
82,55,60,100,1
64,21,54,58,1
47,72,0,55,0
1,5,31,90,0
65,84,45,81,1
51,33,52,93,1
73,57,34,40,0
82,75,26,13,0
27,75,89,98,1
62,95,73,69,1
76,9,32,76,0
64,54,4,75,0
40,40,1,36,0
84,26,18,53,0
55,37,27,16,1
28,75,32,48,1
12,20,91,70,0
68,83,9,84,0
13,42,78,36,0
43,29,32,2,1
9,23,87,57,0
89,20,17,24,0
67,90,38,63,1
81,20,43,50,0
95,64,89,62,1
65,99,64,67,1
16,26,57,67,0
83,61,7,42,0
37,8,49,66,1
89,9,93,25,0
32,73,82,47,1
59,95,73,76,1
34,50,3,96,0
65,54,87,56,1
72,99,49,24,0
69,30,0,79,0
56,19,25,50,0
6,69,7,73,0
53,10,49,51,1
12,53,41,45,0
93,57,87,64,1
35,42,63,85,0
51,41,41,96,0
63,45,12,22,0
55,35,0,0,1
67,57,43,66,0
53,67,16,37,0
45,9,53,48,0
41,13,19,22,0
38,33,8,98,0
78,60,37,0,1
25,25,67,52,0
54,2,65,99,1
40,60,5,93,1
2,31,52,24,1
79,38,34,19,0
65,82,52,7,1
88,42,93,6,1
94,68,28,3,0
99,35,95,8,1
85,74,1,74,0
81,8,77,60,1
73,62,17,34,1
19,71,34,14,0
49,78,34,67,1
40,5,59,26,0
98,48,96,88,1
65,1,73,41,0
81,28,73,32,0
43,74,80,97,1
17,84,55,0,1
78,32,34,18,0
5,29,11,45,0
76,97,17,42,1
78,2,59,24,0
19,5,29,12,0
56,85,58,60,1
55,58,46,78,1
14,84,39,8,0
54,94,34,87,1
20,25,0,64,0
92,16,77,40,0
66,50,89,65,1
35,13,73,53,1
82,98,28,21,0
54,3,94,82,1
70,48,91,79,1
21,58,53,61,1
66,26,12,56,1
0,49,51,23,0
27,84,82,87,1
11,67,97,11,0
64,19,37,99,1
48,46,43,72,1
79,70,75,2,0
19,30,17,58,0
28,83,60,15,0
64,74,3,19,0
29,60,86,73,1
90,97,54,40,1
91,69,80,81,1
85,70,35,59,0
74,41,90,33,1
56,53,63,40,1
75,67,9,69,1
87,5,57,95,1
65,8,45,74,1
63,77,7,71,1
47,65,77,97,1
49,21,51,70,1
33,70,65,56,1
67,2,19,2,0
51,10,19,30,0
87,13,23,14,0
100,85,77,3,1
42,94,11,70,0
69,12,19,72,0
69,66,82,49,0
100,97,12,65,1
3,83,62,0,0
49,91,97,76,1
15,6,58,75,1
61,99,18,75,1
49,70,77,29,1
90,65,84,55,1
77,58,5,31,0
5,53,62,41,0
78,52,66,100,1
28,24,43,45,0
1,62,56,30,0
98,21,84,27,1
42,43,80,5,0
98,40,56,86,0
45,16,82,11,0
79,77,86,94,1
35,90,35,33,1
47,65,68,26,1
9,39,8,39,0
6,83,89,13,0
29,82,41,6,1
68,56,14,41,0
50,99,68,77,1
4,74,81,56,0
57,79,57,68,1
18,29,81,38,0
80,34,45,54,1
33,52,60,73,0
3,97,29,98,1
54,38,2,8,0
17,78,40,61,1
63,64,84,26,0
45,74,63,46,1
20,76,90,85,1
56,29,13,65,0
71,99,95,26,1
17,72,11,42,0
90,84,38,82,1
29,29,22,38,1
94,47,8,70,1
94,32,68,31,1
49,3,59,26,0
49,60,90,32,1
93,15,44,95,1
45,69,36,83,1
80,62,34,94,0
78,14,54,8,0
43,1,20,21,0
85,12,51,72,1
82,36,12,29,0
38,35,85,61,1
7,90,75,32,0
26,88,62,57,1
94,16,75,92,1
68,51,36,85,1
30,25,98,3,0
54,81,44,95,1
92,82,74,49,1
23,14,71,24,0
57,58,15,76,0
53,52,55,9,1
40,95,50,30,1
4,17,16,17,0
28,34,78,75,1
9,26,92,56,0
70,28,53,62,1
94,2,12,60,0
78,9,41,19,0
35,51,15,35,0
78,21,27,31,0
44,8,58,38,0
46,55,39,17,0
48,6,14,70,0
62,96,16,48,1
72,74,100,96,1
82,48,78,81,1
74,97,20,81,1
87,56,48,33,0
38,77,5,3,0
70,41,0,22,0
42,43,8,93,0
26,100,34,99,1
87,32,70,51,1
23,68,68,29,0
38,60,96,30,0
8,32,46,35,0
94,89,10,47,1
37,74,25,19,0
14,33,89,100,1
67,66,59,75,1
27,8,17,88,1
1,74,41,36,0
63,83,55,54,1
24,6,89,67,0
64,6,7,12,0
68,61,31,10,1
74,10,41,11,0
32,29,55,61,0
21,80,13,1,0
70,9,70,58,1
78,85,51,80,1
54,38,16,42,0
6,52,82,70,0
0,18,54,74,0
31,92,9,47,0
22,90,95,25,1
4,6,23,24,0
64,55,42,82,1
42,89,2,86,1
17,21,36,94,1
37,100,19,3,0
61,4,13,40,1
40,94,75,72,1
12,51,54,31,1
94,66,18,16,1
17,35,4,4,0
29,75,16,23,0
6,47,48,17,0
12,84,94,78,1
9,14,97,26,0
39,26,28,73,1
29,82,22,46,1
48,14,27,20,0
76,32,42,52,0
42,16,27,38,0
51,38,98,38,1
54,0,22,33,0
55,54,24,34,1
6,93,74,45,1
96,58,81,85,1
31,35,84,73,1
80,46,22,79,1
29,45,51,99,1
88,22,49,51,1
42,72,8,34,0
49,20,47,100,1
81,65,7,79,0
53,38,13,34,0
47,28,31,51,0
89,47,20,36,0
99,34,97,50,1
40,85,29,43,1
74,89,88,89,1
16,97,81,98,1
43,95,31,19,1
90,96,49,63,0
19,38,13,43,0
20,82,58,82,1
53,25,95,80,1
28,41,34,27,0
36,52,70,42,0
54,31,85,73,1
100,12,50,93,1
37,72,60,75,1
78,77,96,97,1
84,9,53,12,0
28,86,64,10,1
100,65,83,25,1
11,3,31,2,0
26,60,16,48,1
88,21,99,98,1
12,35,68,78,1
61,70,91,2,1
17,49,93,35,0
15,16,15,36,0
25,75,98,38,0
56,50,23,41,0
18,95,74,81,1
89,37,44,96,1
24,76,13,58,1
74,75,80,38,1
50,73,33,64,0
10,85,14,23,0
89,49,91,37,1
11,79,52,57,0
3,52,87,70,1
42,28,76,14,1
49,13,21,44,0
73,3,14,51,0
31,72,77,34,0
4,97,96,10,1
29,34,34,27,0
85,53,61,84,1
87,35,68,12,1
72,69,88,33,1
7,9,55,63,0
4,9,32,69,1
51,1,36,74,0
75,84,84,10,1
6,39,83,20,0
4,19,67,71,0
53,53,15,51,0
4,95,9,79,0
31,37,18,15,0
98,25,33,64,0
42,38,70,33,0
7,26,40,25,0
7,89,61,72,0
12,62,75,12,1
69,48,7,10,0
61,12,89,11,0
14,26,17,100,0
74,87,39,2,0
38,59,85,0,1
66,71,83,11,1
15,16,68,58,0
38,40,17,62,0
9,98,77,27,0
60,65,47,62,1
54,24,77,9,1
100,10,4,81,0
78,14,84,48,1
73,36,21,31,0
15,44,36,6,1
30,10,42,27,0
52,76,84,55,0
23,49,8,52,0
44,43,21,41,1
83,63,94,39,0
0,17,81,46,0
92,8,90,59,1
76,90,78,35,1
45,54,49,77,1
72,76,28,7,1
13,75,80,89,1
55,57,44,84,0
26,46,46,99,1
18,23,57,81,0
58,19,49,51,1
83,46,51,46,1
48,1,60,2,0
10,37,83,35,1
28,0,48,65,0
53,23,33,5,0
65,56,99,13,0
0,81,52,52,0
7,86,34,97,1
17,68,18,0,0
21,24,64,92,1
44,84,20,17,1
70,18,23,22,0
36,1,68,35,0
19,67,24,45,0
75,76,38,4,1
11,4,92,96,0
57,77,14,29,0
100,13,90,14,0
44,85,3,99,1
40,99,56,18,1
82,67,75,16,0
0,55,37,15,0
85,46,62,71,0
76,97,59,67,1
16,69,2,9,1
38,13,79,36,0
91,42,31,38,1
42,97,16,100,1
97,12,83,33,1
71,52,58,36,0
80,16,70,4,1
82,65,86,71,1
28,2,49,28,0
63,71,82,90,0
86,29,59,71,1
14,85,18,12,0
84,79,92,91,1
30,92,51,76,1
40,42,70,41,0
63,100,47,75,1
89,98,2,69,1
23,73,94,0,0
77,55,72,81,1
38,45,19,66,0
69,54,1,48,1
6,49,42,53,0
29,57,96,34,1
5,10,51,40,0
53,11,28,53,0
8,38,75,70,1
45,28,81,2,0
24,61,92,51,1
20,81,78,50,1
38,58,99,63,0
23,41,1,68,0
23,30,95,18,0
22,27,38,65,1
4,35,10,58,0
39,14,92,42,1
50,76,13,41,0
40,58,36,74,0
49,22,63,72,0
1,20,35,21,0
7,30,97,27,1
18,79,43,86,1
45,23,28,10,0
68,17,67,49,1
35,2,17,77,0
23,88,79,76,1
20,12,62,37,0
76,17,16,3,0
52,59,69,98,1
15,45,87,30,0
51,48,77,26,1
0,50,28,16,0
96,4,27,15,0
75,20,64,5,0
99,45,0,23,1
53,12,85,74,1
73,30,82,31,1
79,28,62,77,1
77,7,0,7,0
23,90,74,82,1
12,48,18,23,0
48,91,91,86,1
63,8,65,94,1
76,39,0,93,1
79,18,29,0,0
99,44,93,27,1
29,10,49,83,0
59,100,68,98,1
42,48,37,56,0
31,56,1,100,0
78,37,96,45,1
78,89,13,10,0
63,54,53,91,1
7,44,22,84,0
97,53,8,16,1
73,20,70,11,0
82,41,61,70,1
84,9,92,79,1
16,31,8,86,1
61,80,70,87,0
3,49,80,61,0
26,42,31,17,0
87,62,15,69,1
19,9,17,48,0
66,92,36,82,1
53,28,63,10,1
19,77,39,24,1
3,95,31,58,0
98,31,72,96,1
89,19,31,89,0
26,18,33,55,0
84,80,64,48,1
26,16,61,96,0
91,33,13,62,0
25,87,63,52,1
9,43,26,67,1
12,12,99,35,0
3,49,45,20,0
50,37,23,55,0
28,47,8,18,0
35,40,44,28,0
31,62,46,86,1
96,49,78,60,0
33,67,56,65,1
54,20,21,35,0
73,36,90,47,0
2,39,52,80,1
0,52,74,16,0
53,41,49,68,0
14,18,86,6,0
98,16,96,57,0
91,63,22,76,0
94,40,89,2,1
74,99,27,32,1
34,17,9,16,0
38,55,100,84,1
0,23,18,100,0
63,59,70,88,0
89,85,93,89,1
44,63,92,72,1
17,47,14,66,0
83,6,58,3,1
83,78,67,17,1
57,71,87,18,0
24,56,82,93,0
88,7,72,89,1
40,8,91,50,0
98,93,56,1,1
52,80,28,85,1
100,66,54,25,1
8,17,19,3,0
6,92,86,66,1
34,16,49,32,0
69,26,26,96,1
57,86,73,48,1
65,21,88,69,1
63,92,94,81,1
26,48,1,42,0
32,77,36,55,0
76,17,3,71,0
53,35,72,91,0
14,24,18,33,0
97,11,72,27,1
83,0,9,13,0
37,50,14,60,0
67,91,88,90,1
69,6,27,67,0
73,81,96,93,1
36,32,81,8,1
7,34,30,8,0
49,65,43,9,0
42,24,66,81,0
35,65,82,27,1
58,40,45,64,1
5,79,81,1,1
51,66,40,48,1
14,62,57,70,1
11,77,4,19,0
84,13,51,77,1
71,82,90,26,1
13,55,11,13,0
49,54,66,54,1
72,73,60,49,1
74,94,91,66,1
25,20,52,8,0
5,92,41,3,0
68,26,47,24,1
82,69,8,75,1
41,56,90,19,0
31,46,30,31,0
75,98,97,65,1
20,49,51,84,1
59,99,89,61,1
5,8,87,42,0
34,54,54,70,1
26,0,99,25,1
100,65,43,26,1
59,22,61,96,1
75,71,82,28,1
8,81,47,94,0
21,40,16,66,0
38,54,13,30,1
69,59,24,0,0
72,60,16,92,0
81,58,97,28,1
91,21,61,60,1
95,96,14,15,0
64,37,17,40,1
93,61,83,64,1
25,0,99,77,1
56,10,18,9,1
18,91,35,18,1
86,37,62,27,0
6,44,94,84,1
88,84,57,60,1
79,100,91,54,1
86,74,74,80,1
48,46,90,78,1
98,51,51,98,1
37,5,77,78,0
48,67,30,24,1
34,2,2,78,0
19,20,36,17,0
48,87,91,46,1
58,79,25,88,1
11,74,9,97,1
79,90,1,58,1
88,36,61,85,1
6,97,14,42,0
81,75,14,10,0
42,4,95,89,1
8,50,90,19,0
3,64,4,17,0
71,73,91,26,1
59,43,76,58,0
26,28,40,36,0
91,26,45,62,0
76,23,13,36,0
60,72,11,32,0
90,64,52,81,1
36,86,30,19,1
26,11,63,88,1
84,52,54,46,1
66,18,39,50,0
33,75,21,92,1
16,37,0,5,0
88,94,86,84,1
69,50,85,6,1
85,95,48,2,1
75,3,71,98,1
26,18,63,14,0
83,25,93,7,0
89,92,25,30,1
53,83,27,48,0
97,25,1,11,0
7,92,4,75,1
76,75,30,8,0
66,14,93,0,0
39,68,5,22,0
29,42,89,35,1
69,76,96,23,1
6,79,94,29,1
33,90,28,81,1
54,11,31,98,1
21,68,82,3,0
10,17,17,86,0
66,8,44,97,1
99,58,89,32,1
0,44,91,28,1
11,4,44,87,0
27,86,99,94,1
78,55,63,25,1
79,64,37,17,1
74,15,95,39,1
54,77,29,60,0
93,45,82,3,0
13,51,62,54,0
12,65,63,61,1
16,84,67,69,0
27,52,30,55,0
85,85,45,3,1
83,50,99,100,1
58,51,22,75,1
54,55,55,56,1
88,65,1,72,0
24,57,82,50,1
50,41,21,23,0
82,77,86,91,1
77,0,59,37,0
30,40,72,68,1
41,43,79,61,1
19,55,41,77,0
48,37,3,70,0
71,47,94,68,1
3,9,90,37,1
56,13,99,49,1
70,74,24,73,1
17,75,45,50,1
11,68,68,56,1
14,39,67,54,1
83,46,99,5,1
77,23,33,34,0
81,23,66,57,1
62,44,81,59,0
80,29,82,2,0
75,25,2,15,1
19,43,81,1,1
64,50,80,4,0
21,73,96,2,1
82,76,44,19,0
20,29,24,52,0
15,81,71,2,0
5,1,100,63,0
2,17,33,100,1
49,83,90,54,1
89,73,57,46,1
94,81,36,3,0
41,63,100,88,1
82,97,35,39,1
84,76,47,52,1
63,32,6,92,1
63,100,26,46,1
32,47,28,32,0
8,35,48,83,0
70,68,84,53,1
65,25,85,95,0
64,25,100,37,1
29,84,45,83,1
54,80,20,53,0
27,55,50,38,0
30,19,3,84,0
60,46,67,60,1
65,77,37,31,1
83,52,98,78,1
84,83,32,38,1
93,55,76,88,1
68,4,45,3,0
39,40,7,46,0
4,76,22,68,1
59,21,93,1,1
25,35,22,97,0
25,72,5,89,0
29,94,62,18,0
75,40,34,81,0
44,85,80,87,1
71,3,8,53,1
71,44,14,45,1
16,88,89,81,1
43,2,84,23,0
12,39,26,43,0
8,17,59,76,1
87,87,86,87,1
28,96,62,79,0
97,42,24,10,0
92,12,14,18,0
45,73,3,35,0
21,51,45,23,0
33,19,70,55,0
48,23,85,44,1
6,67,46,63,1
24,70,91,86,1
37,43,10,33,0
55,5,77,80,1
29,41,12,10,0
38,44,45,40,0
28,88,58,89,1
97,53,17,60,1
13,53,58,25,0
32,49,12,17,0
85,40,60,47,0
92,92,97,95,1
54,32,12,22,0
3,65,32,67,1
100,83,56,50,1
75,79,7,54,1
10,77,55,30,1
30,79,76,43,0
55,95,63,7,1
4,91,42,92,1
75,69,18,16,0
90,92,53,56,1
12,22,97,27,0
29,99,67,71,1
4,39,64,44,0
11,84,37,83,1
18,47,77,31,0
46,5,86,18,0
100,92,30,13,1
16,60,46,98,1
48,59,23,77,0
14,91,42,37,0
95,36,80,33,1
10,66,90,25,0
31,55,78,47,1
10,4,87,83,0
85,74,61,61,1
82,13,41,2,0
87,74,14,86,0
77,16,49,100,0
8,57,27,20,0
54,18,87,78,1
6,93,64,62,1
79,19,20,12,0
31,50,72,9,0
56,27,86,58,1
61,14,98,3,0
72,65,87,57,1
56,82,37,44,0
94,79,93,10,1
25,7,32,35,0
1,22,0,16,0
48,95,66,31,1
71,78,4,27,0
39,81,44,7,1
40,64,51,57,0
6,30,83,99,1
1,77,99,92,1
34,52,87,88,1
44,38,80,8,0
92,18,30,100,1
64,12,5,9,0
70,85,16,57,1
6,96,40,12,0
35,48,7,12,0
20,19,0,12,0
84,70,21,46,0
22,4,98,70,0
87,93,9,96,1
66,15,92,99,1
28,53,1,30,0
86,85,87,11,1
89,61,31,94,1
1,59,95,65,1
39,82,62,54,1
5,5,2,45,0
32,89,91,12,0
60,1,58,14,0
34,71,46,3,0
85,68,77,41,1
27,58,0,67,0
97,14,99,74,1
79,33,82,38,1
46,53,77,60,1
50,44,43,49,0
76,23,58,54,1
30,56,57,93,1
14,88,96,86,1
53,96,18,54,1
45,51,13,17,0
97,48,99,56,1
3,47,46,63,1
12,25,69,67,0
36,5,21,93,1
87,83,91,97,1
85,48,8,38,1
50,48,22,63,0
93,27,0,37,0
14,9,58,53,0
87,38,22,80,0
47,23,37,65,1
76,50,68,94,1
53,33,61,3,0
49,40,48,68,0
49,75,65,61,0
27,48,70,71,0
29,0,3,35,0
62,87,77,82,1
93,29,88,10,0
73,23,95,18,0
90,76,14,84,1
61,7,49,42,0
35,8,5,33,0
95,87,18,74,1
69,57,21,16,0
35,61,15,66,1
11,68,14,57,0
98,51,83,6,0
61,42,86,57,1
93,93,66,83,1
73,61,36,74,1
79,76,7,40,1
17,13,62,15,0
69,52,42,53,1
94,12,70,79,1
13,1,55,9,0
80,87,90,40,1
31,12,52,25,0
21,76,59,46,0
57,22,95,96,1
53,76,39,77,1
62,71,64,9,1
27,67,88,90,1
74,74,6,50,0
21,89,6,14,0
82,1,63,9,0
63,44,24,87,0
14,49,28,88,1
15,30,9,60,0
67,42,34,74,1
5,39,88,77,0
31,60,86,20,0
95,37,47,66,0
64,28,43,88,1
30,87,76,75,1
15,19,61,35,0
27,77,80,19,1
41,99,43,13,1
34,8,76,89,0
41,71,8,80,0
32,63,53,22,0
13,90,23,90,1
4,15,89,69,0
73,76,33,45,1
26,92,98,71,1
29,12,40,49,0
6,77,31,1,0
60,76,51,66,1
43,99,79,5,1
54,89,84,39,1
100,74,68,59,1
35,93,4,71,0
78,77,22,89,1
61,81,99,24,1
97,11,53,51,1
