age,study_hours,sleep_hours,attendance_pct,prev_score,label
22,8,8,62,81,1
25,1,7,50,42,0
26,4,6,71,12,0
30,3,7,81,97,0
26,6,8,56,10,0
21,10,4,63,67,1
30,6,10,84,14,0
27,3,8,81,68,1
23,9,4,51,94,1
28,11,8,90,21,1
25,7,8,53,47,1
26,6,7,87,26,1
30,5,4,90,84,1
26,8,10,51,96,1
29,0,10,92,40,1
28,6,4,97,95,1
27,3,10,87,10,1
26,2,10,86,60,1
28,5,6,57,31,0
18,9,4,94,67,1
26,12,4,82,91,1
22,5,4,58,38,1
25,3,7,54,43,0
30,12,8,81,26,1
24,2,7,55,27,0
26,11,8,75,72,1
23,3,10,89,7,0
28,5,8,70,96,0
24,1,6,90,37,1
21,1,9,71,49,0
21,9,7,86,23,1
30,1,4,74,37,0
28,9,4,92,17,0
21,7,7,61,58,1
20,8,8,76,98,1
24,0,6,65,37,0
19,6,10,66,32,1
29,10,7,54,4,0
27,11,7,70,81,1
23,8,10,90,38,1
22,0,6,57,4,0
26,8,4,58,62,0
18,4,5,81,53,1
20,8,10,56,33,0
28,4,7,57,67,0
21,9,6,100,27,0
27,6,8,52,53,0
22,11,10,92,77,1
29,0,8,61,22,0
30,4,8,82,58,0
23,12,6,57,90,1
30,5,8,97,58,1
25,1,7,67,25,1
24,12,8,85,15,1
30,6,10,67,99,1
18,3,6,63,75,1
26,1,8,81,26,0
25,10,9,72,65,1
21,3,7,68,97,1
18,4,4,64,91,1
18,9,4,72,24,1
28,6,4,61,69,1
20,5,6,100,21,0
22,1,9,60,29,0
27,0,9,91,45,1
20,0,6,98,35,1
18,11,9,81,88,1
29,4,4,86,27,1
23,12,5,85,82,1
27,7,9,89,39,1
28,2,5,98,35,1
25,0,8,96,94,1
20,11,7,66,73,1
20,2,6,55,63,0
30,2,5,68,1,0
29,10,9,63,22,1
19,8,10,89,6,1
22,6,8,77,12,0
21,0,7,50,19,0
25,11,9,60,7,0
20,12,4,52,76,1
30,3,7,76,92,1
27,5,5,76,69,1
18,5,7,80,77,1
18,1,7,65,17,0
30,9,4,51,59,1
25,1,5,98,99,1
25,2,5,55,13,0
24,9,4,97,65,1
19,10,7,81,18,1
18,12,10,66,40,0
29,12,6,97,52,1
25,1,8,60,70,0
19,7,10,50,58,1
21,6,4,59,28,0
22,12,5,61,46,1
28,6,4,59,43,1
27,4,10,55,18,0
28,11,4,87,34,1
25,12,10,80,23,1
18,3,9,61,53,0
23,5,4,64,16,0
19,10,7,88,38,1
18,10,5,67,44,0
23,9,8,72,14,1
20,1,4,86,85,1
26,9,10,55,21,0
26,6,10,94,36,1
30,8,7,66,61,1
30,8,9,76,16,1
24,0,4,82,67,1
25,4,4,82,95,1
28,8,4,86,14,1
25,4,8,86,16,1
22,0,4,75,73,0
30,8,10,99,25,1
29,10,5,62,100,1
21,4,8,67,65,1
25,0,8,60,15,0
26,6,6,67,55,1
29,0,5,54,21,0
29,7,9,97,18,0
23,5,4,63,97,1
18,0,4,85,66,1
30,4,9,95,51,1
27,1,8,50,0,0
27,12,10,86,11,1
19,6,10,50,2,0
19,6,8,98,94,1
21,2,9,81,25,0
29,9,9,84,98,1
25,11,9,89,5,1
26,12,9,71,38,1
19,8,7,80,33,1
18,0,4,88,75,1
28,3,5,77,15,0
29,3,7,55,12,0
19,5,4,92,77,1
23,11,6,71,64,1
27,12,6,59,2,1
22,12,10,92,1,1
21,5,10,65,35,0
18,7,6,74,73,1
22,4,8,95,34,0
24,7,5,95,6,1
26,2,6,91,92,1
20,11,10,84,11,1
20,2,9,64,65,0
30,4,4,59,50,1
26,5,8,54,63,1
23,2,7,64,45,0
21,6,6,60,28,0
25,0,4,68,11,0
19,12,8,58,70,1
19,8,4,93,53,1
28,2,10,90,41,1
18,4,9,75,14,0
18,7,8,61,28,1
24,6,4,53,10,0
21,8,5,79,11,1
29,11,5,62,16,0
28,6,4,72,11,1
28,4,8,95,47,1
29,6,7,98,41,1
30,11,10,66,39,1
18,4,9,61,18,0
24,3,10,90,38,1
18,1,8,55,42,0
23,7,9,97,80,0
29,4,7,59,33,0
26,6,4,81,52,1
20,5,10,56,95,1
25,10,5,75,57,0
26,6,10,76,90,1
23,11,10,75,19,0
22,1,8,78,52,0
25,8,10,67,79,1
25,1,9,60,74,1
21,5,4,52,52,0
19,12,8,69,64,1
22,2,5,65,40,0
30,3,6,53,39,0
29,12,7,85,19,0
20,1,6,100,81,1
22,9,9,98,45,1
22,9,10,61,2,0
28,11,6,68,82,1
30,1,4,92,90,1
30,3,8,85,10,0
25,3,4,92,54,1
21,5,9,87,100,1
26,12,5,96,8,1
22,9,10,76,68,1
24,6,6,99,2,1
19,1,4,61,11,0
23,4,5,92,95,1
30,11,5,65,3,1
24,0,6,89,95,0
24,0,10,65,63,1
29,11,9,82,49,1
18,3,5,53,89,1
27,7,8,87,79,1
18,1,4,67,4,0
21,4,7,57,30,1
29,7,9,56,75,0
30,10,8,76,5,0
19,10,10,74,19,0
23,10,9,89,96,0
29,8,6,56,74,1
28,7,10,83,42,0
18,10,4,54,26,0
23,3,6,83,21,0
18,7,5,85,67,1
25,8,9,50,60,1
25,9,10,53,91,1
19,6,4,77,3,0
26,1,10,89,60,0
20,2,5,93,76,0
27,10,7,66,61,1
19,8,5,81,43,0
18,7,7,85,13,0
18,2,10,68,70,1
29,11,8,73,100,1
26,0,4,60,83,1
22,3,10,99,17,1
24,2,5,57,50,0
30,6,8,92,97,1
23,7,6,75,85,1
24,12,7,93,87,1
24,9,9,57,31,0
23,11,9,59,11,1
29,1,10,76,38,0
24,1,4,80,1,0
23,0,10,91,66,0
30,2,6,63,89,0
19,9,8,64,73,1
26,4,8,54,28,1
22,1,9,77,76,0
19,0,6,64,5,0
23,1,7,80,92,1
30,11,8,74,89,1
29,12,5,64,85,1
27,5,5,69,70,1
18,5,4,57,97,1
25,6,6,99,19,1
30,9,10,77,15,1
21,8,6,70,95,1
19,2,8,99,9,0
25,5,10,56,17,0
23,12,8,81,64,1
23,4,5,74,81,1
28,12,8,79,20,1
24,0,5,68,100,1
30,11,10,73,98,1
30,7,7,59,4,0
25,1,4,79,26,1
26,7,4,73,49,0
30,10,7,84,82,1
25,10,9,53,27,1
23,4,5,83,2,0
25,4,10,54,38,0
23,11,7,92,23,1
20,9,5,71,33,0
24,10,8,75,18,0
20,8,8,69,5,0
24,4,5,50,57,0
24,10,5,59,61,0
29,3,6,63,93,1
24,7,7,94,17,1
20,3,8,77,92,1
25,9,4,76,85,1
30,4,8,83,50,1
21,2,4,94,42,0
30,3,6,50,44,0
28,8,10,88,98,1
21,9,7,97,10,0
23,9,10,78,54,0
30,0,6,62,87,0
23,6,7,53,94,1
27,7,7,95,43,1
20,6,10,54,75,0
18,3,10,100,67,1
20,7,5,75,95,1
25,11,5,61,7,0
20,10,5,80,13,1
19,7,10,73,83,1
24,9,4,81,13,1
18,12,6,60,78,1
23,1,6,67,70,0
26,3,4,73,22,0
24,9,4,63,74,0
20,2,4,61,95,1
27,12,8,50,12,0
22,2,9,75,34,0
19,0,7,84,3,0
25,7,10,51,27,0
19,6,5,78,99,1
23,10,4,52,37,0
21,2,7,79,23,1
22,6,8,64,14,0
25,2,8,67,100,1
21,8,4,84,28,0
18,11,7,98,41,1
20,5,8,96,78,1
26,5,4,94,77,1
27,3,5,79,89,1
30,7,5,84,11,1
27,1,10,74,28,0
18,4,10,86,54,1
24,11,7,78,50,1
20,7,10,60,70,1
23,3,8,81,33,0
28,9,6,51,57,0
26,8,7,69,0,0
25,5,10,76,2,1
26,0,9,95,13,0
20,9,4,60,23,0
23,12,10,69,30,1
22,4,8,86,4,0
20,2,6,62,31,0
18,2,5,72,8,1
30,5,9,71,44,0
18,1,8,96,28,0
22,5,10,95,87,1
21,6,8,82,70,1
22,11,10,63,79,1
30,3,5,60,37,0
24,2,8,77,16,1
26,0,6,86,95,1
28,3,4,58,100,1
22,1,5,87,7,0
23,12,8,75,40,0
27,9,8,58,7,1
21,7,7,62,9,0
22,9,6,67,20,1
18,6,5,88,99,1
28,1,8,63,57,0
30,1,8,58,23,0
19,11,5,56,61,1
29,6,5,77,35,1
20,10,10,82,80,1
22,6,4,59,89,1
27,6,4,78,98,1
18,9,8,60,84,1
26,4,6,58,34,1
20,11,4,54,45,0
